sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
"عزيزنا العميل، تم خصم مبلغ 2,301.15 جنيه من حسابك رقم ****1975 لدى FRESH بتاريخ 31/01/2026 - BdC",Shopping,Purchase,2301.15,FRESH,BdC,BANQUE_DU_CAIRE,31/01/2026,ar
"تم إيداع راتبك الشهري بقيمة 20,444.54 جنيه في حسابك رقم ****2868 - QNBAlAhli",Salary,Salary Credit,20444.54,راتب شهري,QNBAlAhli,QNB_ALAHLI,20/03/2026,ar
Transaction Alert: EGP 238.28 debited at GAS MISR on 29 APR 2026. Card ****6891 - AAIB,Bills,Purchase,238.28,GAS MISR,AAIB,AAIB,29 APR 2026,en
"تمت عملية شراء بمبلغ 304.41 ج.م لدى YOUTUBE PREMIUM باستخدام بطاقتكم المنتهية برقم 8141. الرصيد المتاح: 1,612.89 ج.م.",Entertainment,Purchase,304.41,YOUTUBE PREMIUM,Banque Misr,BANQUE_MISR,15/07/2026,ar
قمت بتحويل 998.71 ج.م إلى منى ح**** K*** بنجاح بتاريخ 18/02/2026 - AAIB-EGYPT,Transfer,Transfer,998.71,اورنج كاش,AAIB-EGYPT,AAIB,18/02/2026,ar
ADIB EGYPT Alert: EGP 99.47 debited from NETFLIX/Account card ending 6974 at POS transaction.,Entertainment,Purchase,99.47,NETFLIX,ADIB EGYPT,ADIB,30 MAR 2026,en
Transaction Alert: EGP 910.81 debited at HYPER ONE on 24 JAN 2026. Card ****4422 - QNB,Groceries,Purchase,910.81,HYPER ONE,QNB,QNB_ALAHLI,24 JAN 2026,en
"Dear Customer, your card ending 9692 was used for EGP 156.70 at BUFFALO BURGER on 20 MAY 2026 - ADIB_EGYPT",Dining,Purchase,156.7,BUFFALO BURGER,ADIB_EGYPT,ADIB,20 MAY 2026,en
"تم تنفيذ تحويل لحظي من حسابكم رقم 4565 بمبلغ 4,634.66 جم إلى منى ي**** A*** رقم مرجعي 327760762427 يوم 03-29 الساعة 05:33 للمزيد اتصل بـ 19623",Transfer,Transfer,4634.66,فوري,BanK-AlAhly,NBE,03-29,ar
"From HSBC EGYPT: 05MAY26 STARBUCKS Purchase from 956-648***-719 EGP 404.63- Your available balance is EGP 2,753.94",Dining,Purchase,404.63,STARBUCKS,HSBC EGYPT,HSBC,05MAY26,en
"Your account ending in 5449 has been credited with EGP 4,970.03 via Inward Local Transfer. Total Available Balance: EGP 9,076.68",Transfer,Transfer,4970.03,INSTAPAY,FAB_EGYPT,FAB,19 APR 2026,en
قمت بسحب مبلغ 271.74 ج.م نقدا بتاريخ 29/06/2026 من ماكينة صراف آلي - بنك الأسكندرية,ATM Withdrawal,ATM Withdrawal,271.74,ماكينة صراف آلي,بنك الأسكندرية,Alexbank,29/06/2026,ar
"Your monthly salary of EGP 24,005.21 has been credited to account ****5780 - QNB Al Ahli",Salary,Salary Credit,24005.21,MONTHLY SALARY,QNB Al Ahli,QNB_ALAHLI,02 MAR 2026,en
"ADIB EGYPT Alert: EGP 2,766.50 debited from 2B/Account card ending 9400 at POS transaction.",Shopping,Purchase,2766.5,2B,ADIB EGYPT,ADIB,15 FEB 2026,en
"تم خصم 686.01 جم من بطاقة الائتمان رقم 4232 عند SPINNEYS يوم 04-17 الساعة 20:52 المتاح 2,473.95 جم للمزيد اتصل ب 19623",Groceries,Purchase,686.01,SPINNEYS,BanK-AlAhly,NBE,04-17,ar
FAB EGYPT Alert: EGP 140.75 debited from EGYPTIAN RAILWAYS/Account card ending 9154 at POS transaction.,Transport,Purchase,140.75,EGYPTIAN RAILWAYS,FAB EGYPT,FAB,10 MAY 2026,en
"Cash withdrawal of EGP 1,403.71 from (Maadi) using card ending 8522 on 09 JUN 2026. Remaining Balance: EGP 3,324.42",ATM Withdrawal,ATM Withdrawal,1403.71,ATM WITHDRAWAL,ADIB_EGYPT,ADIB,09 JUN 2026,en
"Dear Customer, EGP 680.53 was withdrawn via Cash Advance from your Credit Card ending 4981You withdrew EGP 680.53 from your account using your debit card on 21 JAN 2026 - ADIB EGYPT",ATM Withdrawal,ATM Withdrawal,680.53,ATM WITHDRAWAL,ADIB EGYPT,ADIB,21 JAN 2026,en
"Your account XXXXX2013 has been credited with EGP 7,289.18 via Payroll Deposit on 29 MAR 2026. Thank you",Salary,Salary Credit,7289.18,MONTHLY SALARY,QNBAlAhli,QNB_ALAHLI,29 MAR 2026,en
تنبيه: عملية شراء بقيمة 35.66 جنيه في EGYPTIAN RAILWAYS تمت بنجاح - BdC,Transport,Purchase,35.66,EGYPTIAN RAILWAYS,BdC,BANQUE_DU_CAIRE,31/03/2026,ar
"تم خصم 83.60 جم من بطاقة الخصم رقم 5698 عند SHELL يوم 04-01 الساعة 09:00 المتاح 1,419.64 جم للمزيد اتصل ب 19623",Transport,Purchase,83.6,SHELL,NBE,NBE,04-01,ar
"تمت عملية شراء بمبلغ 1,197.02 ج.م لدى CARREFOUR باستخدام بطاقتكم المنتهية برقم 8096. الرصيد المتاح: 1,702.31 ج.م.",Groceries,Purchase,1197.02,CARREFOUR,QNB,QNB_ALAHLI,13/06/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6298 لسداد مبلغ 892.97 ج.م لدى CARINA.,Shopping,Purchase,892.97,CARINA,BM-Egypt,BANQUE_MISR,03/04/2026,ar
عزيزنا العميل، تم خصم مبلغ 571.17 جنيه من حسابك رقم ****6922 لدى GAS MISR بتاريخ 27/03/2026 - HSBC EGYPT,Bills,Purchase,571.17,GAS MISR,HSBC EGYPT,HSBC,27/03/2026,ar
QNB Alert: EGP 238.28 debited from VOX CINEMA/Account card ending 9776 at POS transaction.,Entertainment,Purchase,238.28,VOX CINEMA,QNB,QNB_ALAHLI,28 JAN 2026,en
"Dear Customer, your card ending 5067 was used for EGP 653.20 at JOHN MART on 26 FEB 2026 - AAIB-EGYPT",Groceries,Purchase,653.2,JOHN MART,AAIB-EGYPT,AAIB,26 FEB 2026,en
"Your account XXXXX6053 has been credited with EGP 6,158.97 via Payroll Deposit on 11 FEB 2026. Thank you",Salary,Salary Credit,6158.97,MONTHLY SALARY,FAB,FAB,11 FEB 2026,en
"Your account XXXXX8264 has been credited with EGP 21,424.65 via Payroll Deposit on 06 JUL 2026. Thank you",Salary,Salary Credit,21424.65,MONTHLY SALARY,BanK-AlAhly,NBE,06 JUL 2026,en
"From HSBC EGYPT: 05APR26 EGYPTIAN RAILWAYS Purchase from 270-532***-401 EGP 196.58- Your available balance is EGP 4,624.35",Transport,Purchase,196.58,EGYPTIAN RAILWAYS,HSBC EGYPT,HSBC,05APR26,en
"تمت عملية شراء بمبلغ 1,438.99 ج.م لدى CARINA باستخدام بطاقتكم المنتهية برقم 1147. الرصيد المتاح: 1,996.14 ج.م.",Shopping,Purchase,1438.99,CARINA,BDC-Egypt,BANQUE_DU_CAIRE,24/01/2026,ar
عزيزنا العميل، تم خصم مبلغ 174.46 جنيه من حسابك رقم ****1130 لدى ANGHAMI بتاريخ 01/02/2026 - BDC-Egypt,Entertainment,Purchase,174.46,ANGHAMI,BDC-Egypt,BANQUE_DU_CAIRE,01/02/2026,ar
عميلنا العزيز، تم تحويل مبلغ 895.30 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX5362 في 16/02/2026 04:14.,Transfer,Transfer,895.3,فوري,Banque Du Caire,BANQUE_DU_CAIRE,16/02/2026,ar
عزيزنا العميل، تم خصم مبلغ 841.93 جنيه من حسابك رقم ****5073 لدى SPINNEYS بتاريخ 02/07/2026 - BdC,Groceries,Purchase,841.93,SPINNEYS,BdC,BANQUE_DU_CAIRE,02/07/2026,ar
"تم خصم 779.27 جم من بطاقة الائتمان رقم 1716 عند GAS MISR يوم 07-12 الساعة 12:24 المتاح 3,815.57 جم للمزيد اتصل ب 19623",Bills,Purchase,779.27,GAS MISR,BanK-AlAhly,NBE,07-12,ar
"تم خصم 84.95 جم من بطاقة الخصم رقم 3123 عند NETFLIX يوم 06-09 الساعة 13:53 المتاح 3,006.48 جم للمزيد اتصل ب 19623",Entertainment,Purchase,84.95,NETFLIX,NBE,NBE,06-09,ar
"You sent EGP 2,389.62 via FAWRY on 06 MAY 2026 - ADIB EGYPT",Transfer,Transfer,2389.62,FAWRY,ADIB EGYPT,ADIB,06 MAY 2026,en
"تمت عملية شراء بمبلغ 496.23 ج.م لدى KFC باستخدام بطاقتكم المنتهية برقم 8530. الرصيد المتاح: 4,441.94 ج.م.",Dining,Purchase,496.23,KFC,CIB-EGYPT,CIB,14/03/2026,ar
عزيزنا العميل، تم خصم مبلغ 46.08 جنيه من حسابك رقم ****5496 لدى UBER بتاريخ 28/06/2026 - بنك مصر,Transport,Purchase,46.08,UBER,بنك مصر,BANQUE_MISR,28/06/2026,ar
"Cash withdrawal of EGP 2,609.68 from (Rehab) using card ending 2095 on 21 MAY 2026. Remaining Balance: EGP 3,250.37",ATM Withdrawal,ATM Withdrawal,2609.68,ATM WITHDRAWAL,CIB Egypt,CIB,21 MAY 2026,en
FAB Alert: EGP 494.51 debited from OTLOB/Account card ending 3200 at POS transaction.,Dining,Purchase,494.51,OTLOB,FAB,FAB,01 JUL 2026,en
Transaction Alert: EGP 504.26 debited at ORANGE EGYPT on 13 JUL 2026. Card ****7608 - CIB Egypt,Bills,Purchase,504.26,ORANGE EGYPT,CIB Egypt,CIB,13 JUL 2026,en
تم الدفع لصالح WATCH IT بمبلغ 274.95 جنيه عن طريق بطاقتك بتاريخ 12/03/2026,Entertainment,Purchase,274.95,WATCH IT,ADIB,ADIB,12/03/2026,ar
"Dear Customer, your card ending 4167 was used for EGP 221.08 at NETFLIX on 30 JAN 2026 - QNB",Entertainment,Purchase,221.08,NETFLIX,QNB,QNB_ALAHLI,30 JAN 2026,en
"Dear Customer, your card ending 4130 was used for EGP 157.98 at MCDONALDS on 02 JUN 2026 - FAB",Dining,Purchase,157.98,MCDONALDS,FAB,FAB,02 JUN 2026,en
"Your account ending in 5002 has been credited with EGP 2,156.97 via Inward Local Transfer. Total Available Balance: EGP 5,625.57",Transfer,Transfer,2156.97,INSTAPAY,QNB-EGYPT,QNB_ALAHLI,28 MAR 2026,en
"You sent EGP 1,781.89 via Orange Cash on 11 MAY 2026 - AAIB-EGYPT",Transfer,Transfer,1781.89,Orange Cash,AAIB-EGYPT,AAIB,11 MAY 2026,en
Transaction Alert: EGP 123.02 debited at ANGHAMI on 23 MAR 2026. Card ****1080 - FAB_EGYPT,Entertainment,Purchase,123.02,ANGHAMI,FAB_EGYPT,FAB,23 MAR 2026,en
Transaction Alert: EGP 531.81 debited at H&M on 11 MAY 2026. Card ****8112 - AAIB,Shopping,Purchase,531.81,H&M,AAIB,AAIB,11 MAY 2026,en
"From HSBC: 20FEB26 ORANGE EGYPT Purchase from 595-146***-149 EGP 546.87- Your available balance is EGP 3,392.61",Bills,Purchase,546.87,ORANGE EGYPT,HSBC,HSBC,20FEB26,en
"قمت بسحب مبلغ 1,630.18 ج.م نقدا بتاريخ 24/06/2026 من ماكينة صراف آلي - بنك اسكندرية",ATM Withdrawal,ATM Withdrawal,1630.18,ماكينة صراف آلي,بنك اسكندرية,Alexbank,24/06/2026,ar
"عميلنا العزيز، تم تحويل مبلغ 4,175.10 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX3193 في 04/06/2026 01:28.",Transfer,Transfer,4175.1,فودافون كاش,Banque Misr,BANQUE_MISR,04/06/2026,ar
"ADIB_EGYPT Alert: EGP 2,352.47 debited from RAYA SHOP/Account card ending 1599 at POS transaction.",Shopping,Purchase,2352.47,RAYA SHOP,ADIB_EGYPT,ADIB,31 MAR 2026,en
"عزيزنا العميل، تم خصم مبلغ 1,190.21 جنيه من حسابك رقم ****1195 لدى GOURMET EGYPT بتاريخ 23/02/2026 - HSBC EGYPT",Groceries,Purchase,1190.21,GOURMET EGYPT,HSBC EGYPT,HSBC,23/02/2026,ar
عميلنا العزيز، تم تحويل مبلغ 989.54 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX1819 في 23/04/2026 06:59.,Transfer,Transfer,989.54,فوري,Alex Bank,Alexbank,23/04/2026,ar
Transaction Alert: EGP 734.79 debited at WATER COMPANY on 13 JUN 2026. Card ****7601 - QNB-EGYPT,Bills,Purchase,734.79,WATER COMPANY,QNB-EGYPT,QNB_ALAHLI,13 JUN 2026,en
"قمت بتحويل 2,325.67 ج.م إلى احمد س**** S*** بنجاح بتاريخ 12/06/2026 - CIB Egypt",Transfer,Transfer,2325.67,إنستا باي,CIB Egypt,CIB,12/06/2026,ar
"تم إيداع راتبك الشهري بقيمة 24,285.09 جنيه في حسابك رقم ****8273 - Alexandria Bank",Salary,Salary Credit,24285.09,راتب شهري,Alexandria Bank,Alexbank,01/03/2026,ar
"تمت عملية سحب نقدي بمبلغ 1,507.83 ج.م من ماكينة الصراف الآلي فرع الدقي باستخدام بطاقتكم المنتهية برقم 7076. الرصيد المتاح: 4,928.59 ج.م.",ATM Withdrawal,ATM Withdrawal,1507.83,ماكينة صراف آلي,ADIB,ADIB,19/06/2026,ar
"Dear Customer, your card ending 1165 was used for EGP 1,251.89 at JUMIA on 07 APR 2026 - QNB Al Ahli",Shopping,Purchase,1251.89,JUMIA,QNB Al Ahli,QNB_ALAHLI,07 APR 2026,en
"Dear Customer, EGP 2,951.19 was withdrawn via Cash Advance from your Credit Card ending 5545You withdrew EGP 2,951.19 from your account using your debit card on 21 MAY 2026 - BM-Egypt",ATM Withdrawal,ATM Withdrawal,2951.19,ATM WITHDRAWAL,BM-Egypt,BANQUE_MISR,21 MAY 2026,en
"Dear Customer, EGP 1,403.22 was withdrawn via Cash Advance from your Credit Card ending 5080You withdrew EGP 1,403.22 from your account using your debit card on 02 MAR 2026 - FAB",ATM Withdrawal,ATM Withdrawal,1403.22,ATM WITHDRAWAL,FAB,FAB,02 MAR 2026,en
Transaction Alert: EGP 500.75 debited at ORANGE EGYPT on 17 JUN 2026. Card ****1345 - CIB Egypt,Bills,Purchase,500.75,ORANGE EGYPT,CIB Egypt,CIB,17 JUN 2026,en
تم الدفع لصالح JOHN MART بمبلغ 548.74 جنيه عن طريق بطاقتك بتاريخ 14/03/2026,Groceries,Purchase,548.74,JOHN MART,بنك القاهرة,BANQUE_DU_CAIRE,14/03/2026,ar
"عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 1162 لسداد مبلغ 2,796.12 ج.م لدى DEFACTO.",Shopping,Purchase,2796.12,DEFACTO,Banque Du Caire,BANQUE_DU_CAIRE,02/05/2026,ar
"Dear Customer, your card ending 1358 was used for EGP 250.14 at ELMENUS on 09 APR 2026 - QNB Al Ahli",Dining,Purchase,250.14,ELMENUS,QNB Al Ahli,QNB_ALAHLI,09 APR 2026,en
"Dear Customer, your card ending 3029 was used for EGP 2,846.51 at JUMIA on 08 MAY 2026 - QNB",Shopping,Purchase,2846.51,JUMIA,QNB,QNB_ALAHLI,08 MAY 2026,en
"Your monthly salary of EGP 17,072.81 has been credited to account ****5374 - Alex Bank",Salary,Salary Credit,17072.81,MONTHLY SALARY,Alex Bank,Alexbank,07 FEB 2026,en
Transaction Alert: EGP 189.92 debited at VOX CINEMA on 23 APR 2026. Card ****9754 - CIB,Entertainment,Purchase,189.92,VOX CINEMA,CIB,CIB,23 APR 2026,en
"From HSBC EGYPT: 13MAR26 Transfer to VODAFONE CASH 243-367***-577 EGP 3,364.33- Your available balance is EGP 7,955.09",Transfer,Transfer,3364.33,VODAFONE CASH,HSBC EGYPT,HSBC,13MAR26,en
"تم خصم 2,378.96 جم من بطاقة الائتمان رقم 3461 عند AMAZON EGYPT يوم 03-13 الساعة 18:30 المتاح 6,287.59 جم للمزيد اتصل ب 19623",Shopping,Purchase,2378.96,AMAZON EGYPT,BanK-AlAhly,NBE,03-13,ar
تم الدفع لصالح HYPER ONE بمبلغ 323.38 جنيه عن طريق بطاقتك بتاريخ 22/05/2026,Groceries,Purchase,323.38,HYPER ONE,ADIB EGYPT,ADIB,22/05/2026,ar
"عزيزنا العميل، تم إيداع مرتب بقيمة 14,115.68 جم بحسابكم رقم 4869 بتاريخ 04-05 الساعة 04:42 الرصيد المتاح 18,470.86 جم",Salary,Salary Credit,14115.68,راتب شهري,NBE,NBE,04-05,ar
"From HSBC: 17FEB26 TALABAT Purchase from 948-268***-506 EGP 324.75- Your available balance is EGP 4,738.90",Dining,Purchase,324.75,TALABAT,HSBC,HSBC,17FEB26,en
"Your corporate salary of EGP 21,819.98 was credited to your account ending in 9033 on 08 FEB 2026. Your available balance is EGP 24,091.52.",Salary,Salary Credit,21819.98,MONTHLY SALARY,Alex_Bank,Alexbank,08 FEB 2026,en
"Your monthly salary of EGP 14,599.19 has been credited to account ****6701 - AAIB",Salary,Salary Credit,14599.19,MONTHLY SALARY,AAIB,AAIB,07 MAY 2026,en
"تم خصم 162.10 جم من حسابكم رقم 9737 عند CHILL OUT يوم 06-14 الساعة 18:47 المتاح 2,433.35 جم للمزيد اتصل ب 19623",Transport,Purchase,162.1,CHILL OUT,البنك الأهلي المصري,NBE,06-14,ar
"قمت بتحويل 4,408.67 ج.م إلى يوسف س**** H*** بنجاح بتاريخ 24/05/2026 - بنك مصر",Transfer,Transfer,4408.67,إنستا باي,بنك مصر,BANQUE_MISR,24/05/2026,ar
"Cash withdrawal of EGP 2,706.55 from ATM on 26 MAY 2026. Card ****2277 - AAIB-EGYPT",ATM Withdrawal,ATM Withdrawal,2706.55,ATM WITHDRAWAL,AAIB-EGYPT,AAIB,26 MAY 2026,en
"Cash withdrawal of EGP 1,525.06 from ATM on 17 APR 2026. Card ****7399 - ADIB EGYPT",ATM Withdrawal,ATM Withdrawal,1525.06,ATM WITHDRAWAL,ADIB EGYPT,ADIB,17 APR 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 8248 لسداد مبلغ 208.05 ج.م لدى EGYPTIAN RAILWAYS.,Transport,Purchase,208.05,EGYPTIAN RAILWAYS,بنك مصر,BANQUE_MISR,02/02/2026,ar
"تم خصم 2,525.95 جم من حسابكم رقم 8737 عند CARINA يوم 01-26 الساعة 08:24 المتاح 4,036.71 جم للمزيد اتصل ب 19623",Shopping,Purchase,2525.95,CARINA,BanK-AlAhly,NBE,01-26,ar
"You sent EGP 1,781.27 via INSTAPAY on 10 APR 2026 - QNBAlAhli",Transfer,Transfer,1781.27,INSTAPAY,QNBAlAhli,QNB_ALAHLI,10 APR 2026,en
"Your account ending in 2579 has been credited with EGP 1,605.79 via Inward Local Transfer. Total Available Balance: EGP 5,543.85",Transfer,Transfer,1605.79,Telda,AAIB-EGYPT,AAIB,21 JAN 2026,en
"وصل راتبك بقيمة 10,831.62 ج.م إلى حسابك رقم 9099 بنجاح بتاريخ 14/07/2026.",Salary,Salary Credit,10831.62,راتب شهري,بنك القاهرة,BANQUE_DU_CAIRE,14/07/2026,ar
"إشعار إيداع: مبلغ 24,723.66 جم تم إضافته لحسابكم 6976 يوم 03-28 الساعة 21:37 المتاح 29,400.30 جم اتصل ب 19623",Salary,Salary Credit,24723.66,راتب شهري,البنك الأهلي المصري,NBE,03-28,ar
Transaction Alert: EGP 113.32 debited at CHILL OUT on 01 JUN 2026. Card ****3224 - AAIB,Transport,Purchase,113.32,CHILL OUT,AAIB,AAIB,01 JUN 2026,en
"Your corporate salary of EGP 6,133.81 was credited to your account ending in 3358 on 15 JUN 2026. Your available balance is EGP 6,416.83.",Salary,Salary Credit,6133.81,MONTHLY SALARY,AAIB,AAIB,15 JUN 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 3234 لسداد مبلغ 343.83 ج.م لدى VOX CINEMA.,Entertainment,Purchase,343.83,VOX CINEMA,AlexBank,Alexbank,10/05/2026,ar
Transaction Alert: EGP 577.67 debited at GAS MISR on 13 JUN 2026. Card ****5494 - FAB_EGYPT,Bills,Purchase,577.67,GAS MISR,FAB_EGYPT,FAB,13 JUN 2026,en
"وصل راتبك بقيمة 24,571.13 ج.م إلى حسابك رقم 7022 بنجاح بتاريخ 01/05/2026.",Salary,Salary Credit,24571.13,راتب شهري,BM-Egypt,BANQUE_MISR,01/05/2026,ar
"تم خصم 790.81 جم من بطاقة الخصم رقم 3094 عند ELECTRICITY COMPANY يوم 02-10 الساعة 04:55 المتاح 1,806.44 جم للمزيد اتصل ب 19623",Bills,Purchase,790.81,ELECTRICITY COMPANY,NBE,NBE,02-10,ar
Transaction Alert: EGP 215.40 debited at JOHN MART on 26 APR 2026. Card ****5455 - CIB-EGYPT,Groceries,Purchase,215.4,JOHN MART,CIB-EGYPT,CIB,26 APR 2026,en
From HSBC: 14FEB26 VODAFONE EGYPT Purchase from 927-420***-623 EGP 212.22- Your available balance is EGP 388.62,Bills,Purchase,212.22,VODAFONE EGYPT,HSBC,HSBC,14FEB26,en
"تم إيداع راتبك الشهري بقيمة 11,714.55 جنيه في حسابك رقم ****6917 - AAIB-EGYPT",Salary,Salary Credit,11714.55,راتب شهري,AAIB-EGYPT,AAIB,28/02/2026,ar
"تمت عملية شراء بمبلغ 110.33 ج.م لدى SWVL باستخدام بطاقتكم المنتهية برقم 4139. الرصيد المتاح: 4,294.54 ج.م.",Transport,Purchase,110.33,SWVL,Banque Du Caire,BANQUE_DU_CAIRE,04/07/2026,ar
"عزيزنا العميل، تم إيداع مرتب بقيمة 12,804.98 جم بحسابكم رقم 9279 بتاريخ 05-04 الساعة 15:36 الرصيد المتاح 15,678.73 جم",Salary,Salary Credit,12804.98,راتب شهري,BanK-AlAhly,NBE,05-04,ar
"QNB Alert: EGP 2,801.56 debited from H&M/Account card ending 8387 at POS transaction.",Shopping,Purchase,2801.56,H&M,QNB,QNB_ALAHLI,21 JUN 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 1008 لسداد مبلغ 550.71 ج.م لدى ELECTRICITY COMPANY.,Bills,Purchase,550.71,ELECTRICITY COMPANY,بنك مصر,BANQUE_MISR,05/05/2026,ar
تم خصم 295.51 جم من بطاقة الخصم رقم 6288 عند WATER COMPANY يوم 04-19 الساعة 16:57 المتاح 584.54 جم للمزيد اتصل ب 19623,Bills,Purchase,295.51,WATER COMPANY,NBE,NBE,04-19,ar
FAB Alert: EGP 171.66 debited from ANGHAMI/Account card ending 1377 at POS transaction.,Entertainment,Purchase,171.66,ANGHAMI,FAB,FAB,27 JUN 2026,en
"تم خصم 22.30 جم من بطاقة الخصم رقم 1519 عند CAIRO METRO يوم 05-21 الساعة 09:50 المتاح 1,764.77 جم للمزيد اتصل ب 19623",Transport,Purchase,22.3,CAIRO METRO,NBE,NBE,05-21,ar
"تم إيداع راتبك الشهري بقيمة 8,563.66 جنيه في حسابك رقم ****5895 - Banque Misr",Salary,Salary Credit,8563.66,راتب شهري,Banque Misr,BANQUE_MISR,23/02/2026,ar
"تمت عملية شراء بمبلغ 154.74 ج.م لدى SWVL باستخدام بطاقتكم المنتهية برقم 5523. الرصيد المتاح: 1,282.79 ج.م.",Transport,Purchase,154.74,SWVL,Banque Misr,BANQUE_MISR,26/01/2026,ar
Transaction Alert: EGP 225.81 debited at NETFLIX on 03 JUL 2026. Card ****9627 - AAIB-EGYPT,Entertainment,Purchase,225.81,NETFLIX,AAIB-EGYPT,AAIB,03 JUL 2026,en
AAIB-EGYPT Alert: EGP 153.61 debited from ANGHAMI/Account card ending 6455 at POS transaction.,Entertainment,Purchase,153.61,ANGHAMI,AAIB-EGYPT,AAIB,13 MAY 2026,en
تم الدفع لصالح MOBIL بمبلغ 261.37 جنيه عن طريق بطاقتك بتاريخ 09/04/2026,Transport,Purchase,261.37,MOBIL,AlexBank,Alexbank,09/04/2026,ar
"إشعار سحب نقدي: 2,669.78 جم من بطاقة الخصم 6252 يوم 05-11 الساعة 13:42 المتاح 3,791.17 جم اتصل ب 19623",ATM Withdrawal,ATM Withdrawal,2669.78,ماكينة صراف آلي,BanK-AlAhly,NBE,05-11,ar
Transaction Alert: EGP 895.04 debited at BIM on 19 MAY 2026. Card ****6912 - CIB Egypt,Groceries,Purchase,895.04,BIM,CIB Egypt,CIB,19 MAY 2026,en
"From HSBC: 18FEB26 HYPER ONE Purchase from 959-965***-277 EGP 1,007.10- Your available balance is EGP 5,247.30",Groceries,Purchase,1007.1,HYPER ONE,HSBC,HSBC,18FEB26,en
"Dear Customer, EGP 1,497.67 was withdrawn via Cash Advance from your Credit Card ending 5714You withdrew EGP 1,497.67 from your account using your debit card on 22 MAR 2026 - QNB",ATM Withdrawal,ATM Withdrawal,1497.67,ATM WITHDRAWAL,QNB,QNB_ALAHLI,22 MAR 2026,en
"Transaction Alert: EGP 2,311.72 debited at JUMIA on 24 APR 2026. Card ****6323 - FAB EGYPT",Shopping,Purchase,2311.72,JUMIA,FAB EGYPT,FAB,24 APR 2026,en
Transaction Alert: EGP 111.96 debited at ELMENUS on 07 JUL 2026. Card ****1497 - AAIB-EGYPT,Dining,Purchase,111.96,ELMENUS,AAIB-EGYPT,AAIB,07 JUL 2026,en
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 23,859.16 ج.م إلى حسابكم المنتهي برقم 3717 بتاريخ 20/03/2026. رصيدكم المتاح الحالي هو 24,396.47 ج.م.",Salary,Salary Credit,23859.16,راتب شهري,بنك القاهرة,BANQUE_DU_CAIRE,20/03/2026,ar
"عزيزنا العميل، تم خصم مبلغ 1,039.64 جنيه من حسابك رقم ****5381 لدى Mahmoud El Far بتاريخ 16/06/2026 - BDC-Egypt",Groceries,Purchase,1039.64,Mahmoud El Far,BDC-Egypt,BANQUE_DU_CAIRE,16/06/2026,ar
BDC-Egypt Alert: EGP 916.51 debited from JOHN MART/Account card ending 1439 at POS transaction.,Groceries,Purchase,916.51,JOHN MART,BDC-Egypt,BANQUE_DU_CAIRE,10 JUN 2026,en
"You sent EGP 2,737.80 via FAWRY on 04 APR 2026 - AAIB-EGYPT",Transfer,Transfer,2737.8,FAWRY,AAIB-EGYPT,AAIB,04 APR 2026,en
تم خصم 64.54 جم من حسابكم رقم 2991 عند OSN+ يوم 03-01 الساعة 04:24 المتاح 270.79 جم للمزيد اتصل ب 19623,Entertainment,Purchase,64.54,OSN+,BanK-AlAhly,NBE,03-01,ar
"Dear Customer, EGP 2,520.67 was withdrawn via Cash Advance from your Credit Card ending 9370You withdrew EGP 2,520.67 from your account using your debit card on 21 FEB 2026 - CIB-EGYPT",ATM Withdrawal,ATM Withdrawal,2520.67,ATM WITHDRAWAL,CIB-EGYPT,CIB,21 FEB 2026,en
Transaction Alert: EGP 675.18 debited at WE TELECOM on 14 JUN 2026. Card ****9380 - Alex_Bank,Bills,Purchase,675.18,WE TELECOM,Alex_Bank,Alexbank,14 JUN 2026,en
"From HSBC EGYPT: 11MAY26 SPOTIFY Purchase from 732-691***-671 EGP 149.13- Your available balance is EGP 1,513.52",Entertainment,Purchase,149.13,SPOTIFY,HSBC EGYPT,HSBC,11MAY26,en
تم الدفع لصالح WATANIYA بمبلغ 152.02 جنيه عن طريق بطاقتك بتاريخ 01/05/2026,Transport,Purchase,152.02,WATANIYA,بنك الأسكندرية,Alexbank,01/05/2026,ar
تم الدفع لصالح WE TELECOM بمبلغ 663.15 جنيه عن طريق بطاقتك بتاريخ 31/05/2026,Bills,Purchase,663.15,WE TELECOM,Banque Du Caire,BANQUE_DU_CAIRE,31/05/2026,ar
"حولت لصديقك مصطفى م**** S*** مبلغ 4,446.76 جنيه عن طريق تطبيق البنك على موبايلك.",Transfer,Transfer,4446.76,تيلدا,HSBC,HSBC,07/07/2026,ar
